Filme,Lancamento,Diretor,Generos,Atores,Avaliacao,Paises,Votos,data_adicao,link_imagem,Duracao,Ano_Add
Raging Bull,1980.0,Martin Scorsese,Drama,"Robert De Niro,Joe Pesci,Cathy Moriarty,Frank Vincent,Nicholas Colasanto,Mario Gallo,Bernie Allen,Joseph Bono,Lori Anne Flax,Theresa Saldana,Frank Adonis,Bill Hanrahan,Frank Topham,Don Dunphy,Kevin Mahon,Louis Raftis,Johnny Turner,Floyd Anderson,Gene LeBell,Harold Valan,Victor Magnotta,Johnny Barnes,John Thomas,Kenny Davis,Paul Carmello,Jimmy Lennon Sr.,Bobby Rings,Marty Denkin,Shay Duffin,Eddie Mustafa Muhammad,Dick Whittington,Jack Lotz,Kevin Breslin,Frank Shain,Coley Wallace,Fritzie Higgins,George Latka,Fred Dennis,Robert B. Loring,Vern De Paul,Chuck Hassett,Ken Richards,Peter Fain,Billy Varga,Harvey Parry,Ted Husing,Michael Badalucco,Thomas Beansy Lobasso,Paul Forrest,Peter Petrella,Sal Serafino Tomassetti,Geraldine Smith,Mardik Martin,Maryjane Lauria,Linda Artuso,Peter Savage,Daniel P. Conte,Joe Malanga,Sabine Turco Jr.,Steve Orlando,Silvio García Jr.,John Arceri,Joseph A. Morale,James Dimodica,Robert Uricola,Andrea Orlando,Allan Malamud,D.J. Blair,Laura James,Richard McMurray,Mary Albee,Lisa Katz,Candy Moore,Richard A. Berk,Theodore Saunders,Noah Young,Nick Trisko,Lou Tiano,Bob Evan Collins,Wally K. Berns,Allen Joseph,Bob Aaron,Glenn Leigh Marshall,Martin Scorsese,Vincent Barbi,Joseph Bergmann,Scott Crawford,Dennis Crosswhite,Robert Dahdah,Vincent Di Paolo,Bruno DiGiorgi,Marty Farrell,R. Michael Givens,Charles Guardino,Bob Harks,Chuck Hicks,Michael Charles Hill,Walt La Rue,Angelo Lamonea,David LeBell,Tony Lip,Bill Mazer,Thomas Murphy,Gil Perkins,Gene Poe,Jerry Schram,Glenn Stanton,John Turturro,McKenzie Westmore,Charles Scorsese",4.25,USA,282536,2011/06/22,https://a.ltrbxd.com/resized/film-poster/5/0/9/5/6/50956-raging-bull-0-230-0-345-crop.jpg,129,10/10/2021
Brazil,1985.0,Terry Gilliam,"Science Fiction,Comedy","Jonathan Pryce,Kim Greist,Robert De Niro,Ian Holm,Bob Hoskins,Katherine Helmond,Michael Palin,Ian Richardson,Peter Vaughan,Jim Broadbent,Terry Gilliam,Derrick O'Connor,Roger Ashton-Griffiths,John Pierce Jones,Barbara Hicks,Charles McKeown,Kathryn Pogson,Bryan Pringle,Nigel Planer,Terence Bayler,Gorden Kaye,Jack Purvis,Howard Lew Lewis,John Flanagan,Sheila Reid,Ray Cooper,Brian Miller,Simon Jones,Derek Deadman,Bill Wallis,Myrtle Devenish,Ann Way,Don Henderson,Oscar Quitak,Harold Innocent,John Grillo,Ralph Nossek,David Gant,James Coyle,Patrick Connor,Elizabeth Spender,Russell Keith Grant",4.1,"UK,USA",147273,2011/06/22,https://a.ltrbxd.com/resized/film-poster/5/1/9/8/1/51981-brazil-0-230-0-345-crop.jpg,143,10/10/2021
Angel Heart,1987.0,Alan Parker,"Horror,Mystery","Mickey Rourke,Robert De Niro,Lisa Bonet,Charlotte Rampling,Stocker Fontelieu,Brownie McGhee,Michael Higgins,Elizabeth Whitcraft,Eliott Keener,Charles Gordone,Dann Florek,Kathleen Wilhoite,George Buck,Judith Drake,Pruitt Taylor Vince,Dave Petitjean,Rick Washburn,Neil Newlon,Karen Davis,Gerald Orange",3.63,"Canada,UK,USA",44892,2011/06/22,https://a.ltrbxd.com/resized/sm/upload/jt/4t/3m/tp/xFtrVJWygDiK2iZluUxNwuQZ6Sm-0-230-0-345-crop.jpg,113,10/10/2021
Amadeus,1984.0,Miloš Forman,"History,Drama,Music","F. Murray Abraham,Tom Hulce,Elizabeth Berridge,Roy Dotrice,Simon Callow,Christine Ebersole,Jeffrey Jones,Charles Kay,Kenneth McMillan,Kenny Baker,Lisbeth Bartlett,Barbara Bryne,Martin Cavina,Roderick Cook,Milan Demjanenko,Peter DiGesu,Richard Frank,Patrick Hines,Nicholas Kepros,Philip Lenkowsky,Herman Meckler,Jonathan Moore,Cynthia Nixon,Brian Pettifer,Vincent Schiavelli,Douglas Seale,Miroslav Sekera,Cassie Stuart,John Strauss,Karl-Heinz Teuber,Rita Zohar,Miro Grisa,Karel Gult,Ladislav Krečmer,Karel Fiala,John Carrafa,Hana Brejchová,Miriam Chytilová,Karel Effa,René Gabzdyl,Karel Hábl,Jiří Krytinář,Jan Kuželka,Jiří Lír,Jitka Molavcová,Pavel Nový,Jan Pohan,Tereza Pokorná-Herzová,Ivan Pokorný,Milan Riehs,Dana Vávrová,June Anderson,Isobel Buchanan,Anne Howells,Robin Leggate,Felicity Lott,Alexander Oliver,Samuel Ramey,Richard Stilwell,John Tomlinson,Willard White,Michele Esposito,Zdeněk Mahler,Vladimír Svitáček,Jana Musilová,Raymond Kurshals",4.31,"France,USA",222028,2011/06/22,https://a.ltrbxd.com/resized/sm/upload/bn/hr/ki/ay/eP2pJudgGzUlo2kZuh0tF1MInsb-0-230-0-345-crop.jpg,161,10/18/2021
The Batman,2022.0,Matt Reeves,"Crime,Mystery,Thriller","Robert Pattinson,Zoë Kravitz,Paul Dano,Jeffrey Wright,John Turturro,Peter Sarsgaard,Andy Serkis,Colin Farrell,Jayme Lawson,Gil Perez-Abraham,Peter McDonald,Con O'Neill,Alex Ferns,Rupert Penry-Jones,Charlie Carver,Max Carver,Barry Keoghan,Kosha Engler,Archie Barnes,Janine Harouni,Hana Hrzic,Joseph Walker,Luke Roberts,Oscar Novak,Stella Stocker,Sandra Dickinson,Jack Bennett,Andre Nightingale,Richard James-Neale,Lorraine Tai,Joseph Balderrama,James Eeles,Dave Simon,Angela Yeoh,Leemore Marrett Jr.,Ezra Elliott,Itoya Osagiede,Stewart Alexander,Adam Rojko Vega,Heider Ali,Marcus Onilude,Elena Saurel,Ed Kear,Sid Sagar,Amanda Blake,Todd Boyce,Brandon Bassir,Will Austin,Chabris Napier-Lawrence,Douglas Russell,Phil Aizlewood,Mark Killeen,Philip Shaun McGuinness,Lorna Brown,Elliot Warren,Jay Lycurgo,Stefan Race,Elijah Baker,Craige Middleburg,Akie Kotabe,Spike Fearn,Urielle Klein-Mekongo,Bronson Webb,Madeleine Gray,Ste Johnston,Arthur Lee,Parry Glasspool,Jordan Coulson,Hadas Gold,Pat Battle,Bobby Cuza,Dean Meminger,Roma Torre,Mike Capozzola,Amanda Hurwitz,Joshua Eldridge-Smith,Daniel Rainford,Nathalie Armin,Jose Palma,Kazeem Tosin Amore,Rodrig Andrisan,Craig Douglas",3.99,USA,1773013,2016/09/09,https://a.ltrbxd.com/resized/film-poster/3/4/8/9/1/4/348914-the-batman-0-230-0-345-crop.jpg,177,10/18/2021
Nosferatu,1922.0,F. W. Murnau,"Fantasy,Horror","Max Schreck,Gustav von Wangenheim,Greta Schröder,Georg H. Schnell,Ruth Landshoff,Gustav Botz,Alexander Granach,John Gottowt,Max Nemetz,Wolfgang Heinz,Albert Venohr,Eric van Viele,Karl Etlinger,Guido Herzfeld,Hans Lanser-Rudolf,Loni Nest,Josef Sareny,Fanny Schreck,Hardy von Francois,Heinrich Witte",3.89,Germany,146915,2011/06/22,https://a.ltrbxd.com/resized/film-poster/5/1/4/7/1/51471-nosferatu-0-230-0-345-crop.jpg,94,10/22/2021
City Lights,1931.0,Charlie Chaplin,"Drama,Comedy,Romance","Charlie Chaplin,Virginia Cherrill,Harry Myers,Al Ernest Garcia,Hank Mann,Albert Austin,Eddie Baker,Henry Bergman,Buster Brodie,Jeanne Carpenter,Tom Dempsey,James Donnelly,Ray Erlenborn,Robert Graves,Charles Hammond,Joseph Herrick,Austen Jewell,Willie Keeler,Robert Parrish,John Rand,W.C. Robinson,Cy Slocum,Tony Stabenau,Mark Strong,Tiny Ward,Stanhope Wheatcroft,Florence Wix,Granville Redmond,Florence Lee",4.34,USA,96764,2011/06/22,https://a.ltrbxd.com/resized/film-poster/5/1/2/5/1/51251-city-lights-0-230-0-345-crop.jpg,87,10/22/2021
Gone with the Wind,1939.0,Victor Fleming,"Romance,Drama,War","Vivien Leigh,Clark Gable,Olivia de Havilland,Leslie Howard,Hattie McDaniel,Thomas Mitchell,Barbara O'Neil,Evelyn Keyes,Ann Rutherford,George Reeves,Fred Crane,Oscar Polk,Butterfly McQueen,Victor Jory,Everett Brown,Howard Hickman,Alicia Rhett,Rand Brooks,Carroll Nye,Laura Hope Crews,Eddie 'Rochester' Anderson,Harry Davenport,Leona Roberts,Jane Darwell,Ona Munson,Paul Hurst,Isabel Jewell,Cammie King,Eric Linden,J. M. Kerrigan,Ward Bond,Jackie Moran,Cliff Edwards,Lillian Kemble-Cooper,Yakima Canutt,Marcella Martin,Louis Jean Heydt,Mickey Kuhn,Olin Howland,Irving Bacon,Robert Elliott,William Bakewell,Mary Anderson,John Albright,Eric Alden,John Arledge,Roscoe Ates,Trevor Bardette,Lennie Bluett,Ralph Brooks,Daisy Bufford,Ann Bupp,James Bush,Ruth Byers,Gary Carlson,Horace B. Carpenter,Louise Carter,Shirley Chambers,Eddy Chandler,Wallis Clark,Richard Clucas,Frank Coghlan Jr.,Billy Cook,Gino Corrado,Martina Cortina,Luke Cosgrave,Kernan Cripps,Patrick Curtis,Ned Davenport,Yola d'Avril,Lester Dorr,Phyllis Douglas,Joan Drake,F. Driver,Edythe Elliott,Susan Falligant,Richard Farnsworth,Frank Faylen,Kelly Griffin,George Hackathorne,Chuck Hamilton,Evelyn Harding,Inez Hatchett,Jean Heker,William Hoehne Jr.,Ricky Holt,Shep Houghton,Jerry James,Si Jenks,Tommy Kelly,Emmett King,W. Kirby,Timothy J. Lonergan,Margaret Mann,William McClain,George Meeker,Charles Middleton,Alberto Morin,Adrian Morris,Lee Murray,H. Nellman,David Newell,Naomi Pharr,Lee Phelps,Spencer Quinn,Jolane Reynolds,Marjorie Reynolds,Suzanne Ridgway,Louisa Robert,Azarene Rogers,Scott Seaton,Tom Seidel,Terry Shero,William Stack,William Stelling,Harry Strang,Dirk Wayne Summers,Emerson Treacy,Phillip Trent,Julia Ann Tuck,Tom Tyler,Dale Van Sickel,E. Alyn Warren,Blue Washington,Rita Waterhouse,John Joseph Waterman Jr.,Dan White,Ernest Whitman,Guy Wilkerson,Zack Williams,John Wray,Arthur Tovey",3.84,USA,119252,2011/06/22,https://a.ltrbxd.com/resized/film-poster/5/1/3/8/2/51382-gone-with-the-wind-0-230-0-345-crop.jpg,238,10/22/2021
The Great Dictator,1940.0,Charlie Chaplin,"War,Comedy","Charlie Chaplin,Paulette Goddard,Jack Oakie,Reginald Gardiner,Henry Daniell,Billy Gilbert,Grace Hayle,Carter DeHaven,Maurice Moscovitch,Emma Dunn,Bernard Gorcey,Paul Weigel,Chester Conklin,Esther Michelson,Hank Mann,Florence Wright,Eddie Gribbon,Rudolph Anders,Eddie Dunn,Nita Pike,George Lynn,Wheeler Dryden,Fred Aldrich,Richard Alexander,Sig Arno,William Arnold,Joe Bordeaux,Don Brodie,Gino Corrado,John Davidson,Max Davidson,Lew Davis,Pat Flaherty,Bud Geary,Sam Harris,Eddie Hart,Leyland Hodgson,William Irving,Charles Irwin,Ethelreda Leopold,Torben Meyer,Bert Moorhouse,Nellie V. Nichols,Manuel París,Jack Perrin,Lucien Prival,Cyril Ring,Henry Roquemore,Tiny Sandford,Hans Schumm,Harry Semels,Charles Sullivan,Carl Voss,Leo White,Harry Wilson,Hans Conried,Francis Ernest Drake,Francesca Santoro,Leonard Walker",4.3,USA,100432,2011/06/22,https://a.ltrbxd.com/resized/film-poster/5/1/2/3/8/51238-the-great-dictator-0-230-0-345-crop.jpg,125,10/22/2021
Singin' in the Rain,1952.0,Stanley Donen,"Comedy,Romance","Gene Kelly,Donald O'Connor,Debbie Reynolds,Jean Hagen,Millard Mitchell,Cyd Charisse,Douglas Fowley,Rita Moreno,Mae Clarke,Bess Flowers,Robert Foulk,Kathleen Freeman,Joi Lansing,Sylvia Lewis,Harry 'Snub' Pollard,William Schallert,Elaine Stewart,Brick Sullivan,John George,King Donovan,Lana Turner,Allen Sutherland,Dawn Addams,John Albright,Betty Van Allen,Sue Allen,Marie Ardell,Bette Arlen,David Bair,Jimmy Bates,Mary Bayless,Marcella Becker,Margaret Bert,Madge Blake,Lulu Mae Bohrman,Gail Bonney,Chet Brandenburg,Tex Brodus,Barbara Carroll,Gwen Carter,Bill Chatham,Lyle Clark,Dorinda Clifton,Harry Cody,Chick Collins,Pat Conway,Jeanne Coyne,Ruby C. Currie,Fred Datig Jr.,Bert Davidson,Robert Dayo,Gloria Dea,Patricia Denise,Harry Denny,Kay Deslys,John Dodsworth,Michael Dugan,Phil Dunham,Helen Eby-Rock,Richard Emory,Betty Erbes,Charles Evans,Tommy Farrell,Ernie Flatt,George Ford,Robert Fortier,Dan Foster,Clair Freeman,Lance Fuller,Doris Fulton,Jeanne Gail,Glen Gallagher,Jon Gardner,Diane Garrett,Jack George,Kenneth Gibson,Mickey Golden,Inez Gorman,A. Cameron Grant,Beatrice Gray,Marion Gray,Robert Haines,William Hamel,Betty Hannon,Sam Harris,Jean Harrison,Timmy Hawkins,Jack Hendricks,Lars Hensen,Jean Heremans,Stuart Holmes,Don Hulbert,Frank Hyers,Patricia Jackson,Ivor James,Morgan Jones,David Kasday,Jan Kayne,Jimmy Kelly,Kenner G. Kemp,Mike Lally,Judy Landon,Janet Lavis,Virginia Lee,Meredith Leeds,William F. Leicester,Peggy Leon,Diki Lerner,Bill Lewin,King Lockwood,Leon Lontoc,Leota Lorraine,Paul Maxey,Dorothy McCarty,Ann McCrea,Philo McCullough,Ray McDonald,Johnny McGovern,Joseph Mell,Carl Milletaire,Gloria Moore,Forbes Murray,Peggy Murray,Anne Neyland,Ruth Packard,Dorothy Patrick,Allen Pinson,Angi O. Poulos,George Reeder,Charles Regan,Shirley Jean Rickert,Joanne Rio,Tony Rocket,Victor Romito,Dennis Ross,Paul Salata,Cosmo Sardo,Phil Schumacher,Betty Scott,David Sharpe,Julius Tannen,Harry Tenbrook,Beverly Thomas,Beverly Thompson,Jimmy Thompson,Dee Turnell,Dorothy Tuttle,Tyra Vaughn,Pat Walker,Tommy Walker,Bobby Watson,Chalky Williams,Robert B. Williams,Wilson Wood,Adam York,Norma Zimmer",4.32,USA,268619,2011/06/22,https://a.ltrbxd.com/resized/sm/upload/xc/8e/3x/nt/nUP6Kna8oiUl2VNbEQ4BJhTcpO8-0-230-0-345-crop.jpg,103,10/22/2021
Grease,1978.0,Randal Kleiser,"Comedy,Romance","John Travolta,Olivia Newton-John,Stockard Channing,Jeff Conaway,Barry Pearl,Michael Tucci,Kelly Ward,Didi Conn,Jamie Donnelly,Dinah Manoff,Eve Arden,Frankie Avalon,Joan Blondell,Edd Byrnes,Sid Caesar,Alice Ghostley,Dody Goodman,Lorenzo Lamas,Fannie Flagg,Dick Patterson,Eddie Deezen,Darrell Zwerling,Ellen Travolta,Annette Charles,Dennis Stewart,Barbi Alison,Helena Andreyko,Jennifer Buchanan,Carol Culver,Cindy DeVore,Deborah Fishman,Antonia Franceschi,Sandra Gray,Mimi Lieber,Judy Susman,Dennis Daniels,Larry Dusich,John Robert Garrett,Daniel Levins,Sean Moran,Greg Rosatti,Andy Roth,Lou Spadaccini,Andy Tennant,Richard Weisman,Michael Biehn,Wendie Jo Sperber,Susan Buckner",3.45,USA,415603,2011/06/22,https://a.ltrbxd.com/resized/sm/upload/uw/jl/ie/y3/grease-0-230-0-345-crop.jpg,110,10/22/2021
Mulholland Drive,2001.0,David Lynch,"Mystery,Drama,Thriller","Naomi Watts,Laura Harring,Justin Theroux,Ann Miller,Mark Pellegrino,Robert Forster,Brent Briscoe,Dan Hedaya,Angelo Badalamenti,Monty Montgomery,Lee Grant,James Karen,Chad Everett,Richard Green,Rebekah Del Rio,Melissa George,Jeanne Bates,Dan Birnbaum,Lori Heuring,Marcus Graham,Michael J. Anderson,Patrick Fischler,Michael Cooke,Bonnie Aarons,Geno Silva,Billy Ray Cyrus,Vincent Castellanos,Wayne Grace,Rita Taggart,Michele Hicks,Lisa Lackey,Tad Horino,Missy Crider,Kate Forster,Tony Longo,Michael Fairman,Scott Coffey,Rena Riffel,Katharine Towne,Michael Des Barres,Robert Katims,Randall Wulff,Maya Bond,Joseph Kearney,Enrique Buelna,Richard Mead,Daniel Rey,David Schroeder,Tom Morris,Mo Gallini,Diane Nelson,Charles Croughwell,Lisa K. Ferguson,William Ostrander,Brian Beacock,Blake Lindsley,Adrien Curry,Tyrah M. Lindsey,Michael D. Weatherred,Johanna Stein,Conte Candoli,Cori Glazer,Lyssie Powell,Kimberly Clever,Joshua Collazo,David Frutos,Peter Loggins,Theresa Salazar,Thea Samuels,Christian Thompson,Sean Everett",4.25,"France,USA",465573,2011/06/22,https://a.ltrbxd.com/resized/sm/upload/kv/7n/p8/tv/fMC8JBWx2VjsJ53JopAcFjqmlYv-0-230-0-345-crop.jpg,147,10/22/2021
Soul,2020.0,Pete Docter,"Family,Drama,Animation,Comedy,Fantasy","Jamie Foxx,Tina Fey,Graham Norton,Rachel House,Alice Braga,Richard Ayoade,Phylicia Rashād,Donnell Rawlings,Questlove,Angela Bassett,Cora Champommier,Margo Hall,Daveed Diggs,Rhodessa Jones,Wes Studi,Sakina Jaffrey,Fortune Feimster,Calum Grant,Laura Mooney,Zenobia Shroff,June Squibb,Ochuwa Oghie,Jeannie Tirado,Cathy Cavadini,Dorian Lockett,Doris Burke,Ronnie del Carmen,Esther K. Chae,Élisapie,Marcus Shelby",3.95,USA,1049687,2018/03/02,https://a.ltrbxd.com/resized/film-poster/4/3/8/5/1/1/438511-soul-0-230-0-345-crop.jpg,101,10/22/2021
The Trial of the Chicago 7,2020.0,Aaron Sorkin,"History,Drama","Eddie Redmayne,Sacha Baron Cohen,Joseph Gordon-Levitt,Michael Keaton,Frank Langella,John Carroll Lynch,Mark Rylance,Alex Sharp,Yahya Abdul-Mateen II,Jeremy Strong,Noah Robbins,Danny Flaherty,Ben Shenkman,Kelvin Harrison Jr.,Caitlin FitzGerald,Alice Kremelberg,J. C. MacKenzie,John Doman,Wayne Duvall,Damian Young,C.J. Wilson,Brady Jenness,Meghan Rafferty,Juliette Angelo,Brendan Burke,Tah von Allmen,Alan Metoskie,John Gawlik,Kevin O'Donnell,Gavin Haag,Tiffany Denise Hobbs,Steve Routman,Madison Nichols,John F. Carpenter,Larry Mitchell,Mike Geraghty,Mike Brunlieb,James Pravasilis,Vic Kuligoski,Brandon Fierro,Calvin Ticknor-Swanson,Gabrielle Perrea,Michelle Hurst,Tony Lawry,Kathleen Garrett,Matt LeFevour,Christian Litke,Max Adler,Michael Bassett,Shawn Parsons,Julian Hester,John Quilty,Kate Miller,Edward Fletcher,Blair Lewin,Jessica Wood,Steven Komito,Marco Lama,Ben Kass,Gabriel Franken,Ed Flynn,Alex Henderson,David Fierro,Sam Nelson Harris,Marlee Mendelson,Hana Chew,Ashley Trumbo,Allison Trumbo,Shane Skidmore,Jeffrey Yonkus,Maria Jacobson,Brendan Brown,Dan MacDonald,Keeley Morris,Thomas John Gallagher,Michael A. Dean,Elizabeth Holder,Lex Elle",3.73,USA,301402,2018/10/27,https://a.ltrbxd.com/resized/film-poster/4/8/5/5/1/9/485519-the-trial-of-the-chicago-7-0-230-0-345-crop.jpg,130,10/22/2021
The Girl Who Killed Her Parents,2021.0,Maurício Eça,"Drama,Thriller,Crime","Carla Diaz,Leonardo Bittencourt,Debora Duboc,Augusto Madeira,Vera Zimmermann,Kauan Ceglio,Leonardo Medeiros,Allan Souza Lima,Gabi Lopes,Marcelo Várzea,Taiguara Nazareth,Bruna Carvalho",2.67,Brazil,28298,2019/06/15,https://a.ltrbxd.com/resized/film-poster/5/3/5/9/8/5/535985-the-girl-who-killed-her-parents-0-230-0-345-crop.jpg,85,10/22/2021
The Boy Who Killed My Parents,2021.0,Maurício Eça,"Thriller,Drama,Crime","Carla Diaz,Leonardo Bittencourt,Leonardo Medeiros,Vera Zimmermann,Allan Souza Lima,Augusto Madeira,Kauan Ceglio,Debora Duboc,Gabi Lopes,Fernanda Viacava,Taiguara Nazareth,Bruna Carvalho,Marcelo Várzea",2.7,Brazil,26206,2021/02/25,https://a.ltrbxd.com/resized/film-poster/7/1/7/9/0/4/717904-the-boy-who-killed-my-parents-0-230-0-345-crop.jpg,88,10/22/2021
Cruella,2021.0,Craig Gillespie,"Comedy,Crime","Emma Stone,Emma Thompson,Joel Fry,Paul Walter Hauser,Mark Strong,Tipper Seifert-Cleveland,Kirby Howell-Baptiste,Emily Beecham,John McCrea,Kayvan Novak,Jamie Demetriou,Abraham Popoola,Leo Bill,Javone Prince,Steve Edge,Paul Chowdhry,Ziggy Gardner,Joseph MacDonald,Niamh Lynch,Andrew Leung,Ed Birch,Dylan Lowe,Paul Bazely,Ninette Finch,Sarah Crowden,Harrison Willmott,Jack Barry,Asmara Gabrielle,Tom Turner,Haruka Abe,Thomas Padden,Carl Rice,Chris Ryman,Hannah Stokely,Richard David-Caine,Waleed Akhtar,Janet Henfrey,Elizabeth Marcano-Mortlock,Camilla Roholm,Joey Akubeze,Linette Beaumont,Conor Moloney,Robert Cawsey,Ed Kear,Sid Sagar,Jacqueline Chan,Hermione Gulliford,Surinder Duhra,Peter Singh,Geoffrey Burton,Helena Dowling,Tim Steed,John Mackay,Nathan Amzi,Trevor Laird,Joshua Hill,Michelle Greenidge,Jane How,Angela Sims,Geraldine Fitzgerald,Maeve Chadwick,Nell Chadwick,Billie Gadsdon,Florisa Kamara,Crystal Wingx,John Wolfe,Robert Ryan",3.41,"UK,USA",543767,2015/04/26,https://a.ltrbxd.com/resized/film-poster/2/6/6/6/7/6/266676-cruella-0-230-0-345-crop.jpg,134,10/22/2021
Uncharted,2022.0,Ruben Fleischer,"Action,Adventure","Tom Holland,Mark Wahlberg,Sophia Ali,Tati Gabrielle,Antonio Banderas,Steven Waddington,Rudy Pankow,Tiernan Jones,Pingi Moli,Jesús Evita,Georgia Goodman,Diarmaid Murtagh,Joseph Balderrama,Serena Posadino,Alana Boden,Jonathan Failla,Anthony Thomas,Peter Seaton-Clark,Robert Maaser,Eskindir Tesfay,Manuel de Blas,Carme Capdet,Julia Schunevitsch,Alois Knapps,Patricia Meeden,Nolan North,Matt Barkley,Jimmy Hart,Brett Praed,Carlo Kitzlinger,Pilou Asbæk,Rubén Doblas Gundersen",2.62,USA,332362,2015/04/15,https://a.ltrbxd.com/resized/film-poster/2/6/4/3/2/8/264328-uncharted-0-230-0-345-crop.jpg,116,10/22/2021
Rocky II,1979.0,Sylvester Stallone,Drama,"Sylvester Stallone,Talia Shire,Burt Young,Carl Weathers,Burgess Meredith,Tony Burton,Joe Spinell,Leonard Gaines,Sylvia Meals,Frank McRae,Al Silvani,John Pleshette,Stu Nahan,Bill Baldwin,Jerry Ziesmer,Paul Micale,Earl Montgomery,Herb Nanas,Stuart K. Robinson,Frank Stallone Jr.,Charles 'Honi' Coles,Doug Flor,Robert Kondyra,James Zazzarino,Eddie 'El Annimal' Lopez,Taurean Blacque,James J. Casino,Shaka Cumbuka,Roberto Durán,Lou Fillipo,Ruth Ann Flynn,Linda Grey,Grainger Hines,Garrie Kelly,Ava Lazar,Joseph Letizia,René Le Vant,Tawny Little,Paul McCrane,Sonny Melendrez,Tony Munafo,Brent Musburger,Ed Ness,Fred Pinkard,Jane Marla Robbins,Hank Rolike,David L. Ross,Fran Ryan,Whitney Rydbeck,Shepherd Sanders,Jeff Temkin,Allan Warnick,Charles Winkler,James Zaza,Samuel Davis,Rutanya Alda,Seargeoh Stallone",3.72,USA,152116,2011/06/22,https://a.ltrbxd.com/resized/film-poster/5/1/0/8/9/51089-rocky-ii-0-230-0-345-crop.jpg,118,10/24/2021
Rocky III,1982.0,Sylvester Stallone,Drama,"Sylvester Stallone,Talia Shire,Burt Young,Carl Weathers,Mr. T,Burgess Meredith,Tony Burton,Hulk Hogan,Ina Fried,Al Silvani,Wally Taylor,Jim Hill,Don Sherman,Dennis James,Jim Healy,Ray Gedeon,Gene Crane,Stu Nahan,Bill Baldwin,Jimmy Lennon Sr.,Marty Denkin,John David Morris,Lou Fillipo,Jeff Temkin,Mario Machado,Tony Hernández,Frank Stallone Jr.,Philmore Berger,Big Yank,François André,Eddie Smith,Chino 'Fats' Williams,LeRoy Neiman,Bob Minor,Clifford Strong,Julius LeFlore,Jason Felice,Tony Brubaker,Rex Pierson,Ray Notaro Jr.,Charles A. Tamburro,Carey Lindley,Jophery C. Brown,Gilbert B. Combs,David Cadiente,Roger Braxton,J.D. Smith,Tom Lupo,Melvin Jones,Alex Brown,David R. Ellis,George O'Mara,Clarke Coleman,Billy Hank Hooker,Mickey Gilbert,Fred Waugh,James M. Halty,Sasha Stallone",3.44,USA,136465,2011/06/22,https://a.ltrbxd.com/resized/sm/upload/bo/kj/30/pg/eX2RbfTV5figCysWEmC6ubmXIgm-0-230-0-345-crop.jpg,99,10/24/2021
Rocky IV,1985.0,Sylvester Stallone,Drama,"Sylvester Stallone,Talia Shire,Burt Young,Carl Weathers,Dolph Lundgren,Brigitte Nielsen,Tony Burton,Rocky Krakoff,Michael Pataki,Stu Nahan,Al Bandiero,Dominic Barto,Danial Brown,James Brown,Rose Mary Campos,Jack Carpenter,Mark De Alessandro,Marty Denkin,Lou Fillipo,James 'Cannonball' Green,Dean Hammond,Sergei Levin,Tony Maffatone,Sylvia Meals,Dwayne McGee,LeRoy Neiman,George Pipasik,George Rogan,Barry Tompkins,Warner Wolf,Robert Doornick,Richard Blum,Gerald Berns,Ray Glanzmann,Julie Inouye,Patrick Pankhurst,Jean Thoreau,Jim Bullock,Frank D'Annibale,Rose Dursey,Richard A. Kelley,Craig Schaefer,Jeff Austin,Leslie Morris,Bob Giovane,Julio Herzer,George Spaventa,Rolf Williams,Jim Hodges,R.J. Adams",3.55,USA,147258,2011/06/22,https://a.ltrbxd.com/resized/film-poster/5/1/0/8/2/51082-rocky-iv-0-230-0-345-crop.jpg,91,10/24/2021
Rocky V,1990.0,John G. Avildsen,Drama,"Sylvester Stallone,Talia Shire,Burt Young,Richard Gant,Tommy Morrison,Sage Stallone,Burgess Meredith,Tony Burton,Jimmy Gambina,Delia Sheppard,Mike Girard Sheehan,Michael Anthony Williams,Kevin Connolly,Elisebeth Peters,Hayes Swope,Nicky Blair,Jodi Letizia,Christopher Avildsen,Jonathan Avildsen,Don Sherman,Stu Nahan,Al Bernstein,James Binns,Meade Martin,Michael Buffer,Albert J. Myles,Jane Marla Robbins,Ben Geraci,Clifford C. Coleman,Lou Fillipo,Frank Cappuccino,Lauren K. Woods,Robert Seltzer,Albert S. Meltzer,J.J. Clark,Stanley R. Hochman,Elmer Smith,Henry D. Tillman,Stan Ward,Brian Phelps,Mark Thompson,Paul Cain,Kent H. Johnson,Cindy Roberts,Patrick Cronin,Helena Carroll,Tony Munafo,Bob Vasquez,Richard 'Dub' Wright,Susan Persily,Gary Compton,John Cahill,LeRoy Neiman,Michael Pataki,Jennifer Flavin Stallone,Tricia Flavin,Julie Flavin,Bob Giovane,Carol A. Ready,Katharine Margiotta,Jeff Langton,Joe Sabatino,Danny Epper,Del Weston,Mel Scott-Thomas,Billy D. Lucas,Curtis Jackson,Dale Jacoby,Clay Hodges,Richard C. Oprison,Kevin Bucceroni,John D'Martin,Rodney Frazier,Eric Hedgeman,Charles Hines,Kerry Judge,Billy D. Saunders,Lloyd Kaufman,Paul Micale",2.39,USA,89269,2011/06/22,https://a.ltrbxd.com/resized/film-poster/5/1/0/8/1/51081-rocky-v-0-230-0-345-crop.jpg,104,10/24/2021
